scenario,case,operation,duration
no_inserts,TestCaseInitial,delete_old,33.777539
no_inserts,TestCaseInitial,insert_new,87.673196
no_inserts,TestCaseInitial,update_existing,1146.82613
no_inserts,TestCaseInitial,delete_old,32.397247
no_inserts,TestCaseInitial,insert_new,78.50091
no_inserts,TestCaseInitial,update_existing,1153.221594
no_inserts,TestCaseInitial,delete_old,33.843907
no_inserts,TestCaseInitial,insert_new,85.422502
no_inserts,TestCaseInitial,update_existing,1154.346251
no_inserts,TestCaseInitial,delete_old,32.650475
no_inserts,TestCaseInitial,insert_new,78.389793
no_inserts,TestCaseInitial,update_existing,1162.501745
no_inserts,TestCaseInitial,delete_old,33.253648
no_inserts,TestCaseInitial,insert_new,87.625161
no_inserts,TestCaseInitial,update_existing,1142.755346
no_inserts,TestCaseInitial,delete_old,33.230678
no_inserts,TestCaseInitial,insert_new,77.306488
no_inserts,TestCaseInitial,update_existing,1161.204169
no_inserts,TestCaseInitial,delete_old,35.15368
no_inserts,TestCaseInitial,insert_new,86.377386
no_inserts,TestCaseInitial,update_existing,1140.793006
no_inserts,TestCaseInitial,delete_old,32.178593
no_inserts,TestCaseInitial,insert_new,79.481764
no_inserts,TestCaseInitial,update_existing,1157.070309
no_inserts,TestCaseInitial,delete_old,34.272531
no_inserts,TestCaseInitial,insert_new,86.343616
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1139.940306
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,35.543607
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,810.294801
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1194.79615
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,35.021082
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,823.712279
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1152.76887
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,33.893917
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,819.774791
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1155.961532
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,34.54204
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,814.972782
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1157.40628
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,34.254196
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,820.368769
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1161.035536
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,34.772686
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,819.445667
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1181.224642
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,34.60378
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,816.565937
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1161.796884
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,32.811246
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,819.956628
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1156.677081
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,32.778904
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,819.378174
no_inserts,TestCaseInsertAllConditionsInOn,update_existing,1162.463463
no_inserts,TestCaseInsertAllConditionsInOn,delete_old,34.313
no_inserts,TestCaseInsertAllConditionsInOn,insert_new,818.487323
no_inserts,TestCaseInsertExists,update_existing,1146.701491
no_inserts,TestCaseInsertExists,delete_old,34.739838
no_inserts,TestCaseInsertExists,insert_new,112.117441
no_inserts,TestCaseInsertExists,update_existing,1167.990545
no_inserts,TestCaseInsertExists,delete_old,34.096175
no_inserts,TestCaseInsertExists,insert_new,119.62215
no_inserts,TestCaseInsertExists,update_existing,1149.301439
no_inserts,TestCaseInsertExists,delete_old,33.599662
no_inserts,TestCaseInsertExists,insert_new,110.192337
no_inserts,TestCaseInsertExists,update_existing,1166.771296
no_inserts,TestCaseInsertExists,delete_old,33.984716
no_inserts,TestCaseInsertExists,insert_new,119.249132
no_inserts,TestCaseInsertExists,update_existing,1172.982178
no_inserts,TestCaseInsertExists,delete_old,35.169695
no_inserts,TestCaseInsertExists,insert_new,108.663369
no_inserts,TestCaseInsertExists,update_existing,1162.692911
no_inserts,TestCaseInsertExists,delete_old,32.723167
no_inserts,TestCaseInsertExists,insert_new,117.022631
no_inserts,TestCaseInsertExists,update_existing,1147.132813
no_inserts,TestCaseInsertExists,delete_old,32.697066
no_inserts,TestCaseInsertExists,insert_new,107.962439
no_inserts,TestCaseInsertExists,update_existing,1162.093207
no_inserts,TestCaseInsertExists,delete_old,35.21833
no_inserts,TestCaseInsertExists,insert_new,119.709549
no_inserts,TestCaseInsertExists,update_existing,1157.949075
no_inserts,TestCaseInsertExists,delete_old,34.04063
no_inserts,TestCaseInsertExists,insert_new,108.493456
no_inserts,TestCaseInsertExists,update_existing,1164.93177
no_inserts,TestCaseInsertExists,delete_old,33.818324
no_inserts,TestCaseInsertExists,insert_new,117.602929
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1150.249238
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,33.351428
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,76.748346
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1155.41874
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,33.930609
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,87.863561
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1152.050536
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,33.584399
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,77.005153
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1160.793284
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,34.058543
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,87.052843
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1146.823832
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,33.149557
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,77.45214
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1162.203751
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,34.670002
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,86.491625
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1152.04693
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,33.73589
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,77.207445
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1230.644718
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,33.341825
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,86.420111
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1160.757825
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,33.680866
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,78.422609
no_inserts,TestCaseUpdateAllConditionsInOn,update_existing,1169.843163
no_inserts,TestCaseUpdateAllConditionsInOn,delete_old,34.288293
no_inserts,TestCaseUpdateAllConditionsInOn,insert_new,88.591875
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1131.590401
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,33.436778
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,76.903682
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1155.367183
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,33.555647
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,86.159183
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1139.798037
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,33.002053
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,76.531889
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1166.194015
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,34.23341
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,85.919828
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1138.734888
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,34.166191
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,76.75913
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1160.551755
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,34.0873
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,86.425819
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1137.074784
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,32.903617
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,77.032537
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1202.453256
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,33.546387
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,86.970956
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1201.858964
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,33.780491
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,76.251302
no_inserts,TestCaseUpdateNoJoinConditions,update_existing,1149.736382
no_inserts,TestCaseUpdateNoJoinConditions,delete_old,33.538794
no_inserts,TestCaseUpdateNoJoinConditions,insert_new,84.887995
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1137.185181
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,33.768322
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,81.293262
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1167.881055
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,33.189953
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,83.036694
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1140.301
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,35.215043
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,76.065061
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1161.017645
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,32.235323
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,80.763257
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1140.003333
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,34.438237
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,75.494464
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1151.973149
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,33.528068
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,80.663337
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1136.924503
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,34.07391
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,76.330134
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1162.194536
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,32.75223
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,83.153388
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1146.265412
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,35.280228
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,76.352228
no_inserts,TestCaseUpdateIndexInsertsPath,update_existing,1152.361273
no_inserts,TestCaseUpdateIndexInsertsPath,delete_old,33.306527
no_inserts,TestCaseUpdateIndexInsertsPath,insert_new,82.286129
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1147.745357
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,34.34593
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,76.949376
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1182.561194
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,32.30615
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,85.571264
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1152.038048
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,33.736064
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,77.32122
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1163.841605
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,35.44394
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,87.074314
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1147.988826
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,32.757001
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,73.354103
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1160.97468
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,33.094751
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,84.672216
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1146.493499
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,34.583369
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,75.455561
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1159.870364
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,33.241303
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,82.941599
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1139.288614
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,34.650716
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,76.063665
no_inserts,TestCaseUpdateNoInsertsConditions,update_existing,1161.111685
no_inserts,TestCaseUpdateNoInsertsConditions,delete_old,32.807222
no_inserts,TestCaseUpdateNoInsertsConditions,insert_new,83.838356
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1154.527462
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,33.191423
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,76.988735
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1158.283786
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,33.993576
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,86.318704
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1205.605522
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,32.829496
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,75.008921
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1183.982537
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,33.580291
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,83.920693
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1149.633848
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,34.334941
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,76.027716
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1164.089
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,32.815686
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,85.862699
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1148.138201
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,32.930785
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,76.894639
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1156.321166
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,33.163665
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,85.573812
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1140.896405
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,34.845484
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,75.818262
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,update_existing,1159.132553
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,delete_old,34.600482
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOn,insert_new,85.700153
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1398.350943
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,36.062764
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,146.572733
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1441.473471
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,34.543557
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,150.377291
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1416.768402
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,35.939809
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,143.164003
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1500.206459
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,35.490653
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,151.490331
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1418.196
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,35.391592
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,143.903762
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1473.024512
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,33.624001
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,150.975335
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1418.49062
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,36.487355
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,144.572292
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1441.692983
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,35.618685
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,152.662252
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1420.484122
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,34.367797
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,144.499214
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1455.456518
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,34.88614
no_inserts,TestCaseUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,150.837062
no_inserts,TestCaseRandInInserts,update_existing,1151.708997
no_inserts,TestCaseRandInInserts,delete_old,34.578102
no_inserts,TestCaseRandInInserts,insert_new,78.581997
no_inserts,TestCaseRandInInserts,update_existing,1188.602895
no_inserts,TestCaseRandInInserts,delete_old,32.738729
no_inserts,TestCaseRandInInserts,insert_new,85.369972
no_inserts,TestCaseRandInInserts,update_existing,1149.573956
no_inserts,TestCaseRandInInserts,delete_old,34.102297
no_inserts,TestCaseRandInInserts,insert_new,76.17019
no_inserts,TestCaseRandInInserts,update_existing,1219.150596
no_inserts,TestCaseRandInInserts,delete_old,34.719143
no_inserts,TestCaseRandInInserts,insert_new,85.61267
no_inserts,TestCaseRandInInserts,update_existing,1147.336037
no_inserts,TestCaseRandInInserts,delete_old,34.935908
no_inserts,TestCaseRandInInserts,insert_new,76.587221
no_inserts,TestCaseRandInInserts,update_existing,1155.518123
no_inserts,TestCaseRandInInserts,delete_old,33.173377
no_inserts,TestCaseRandInInserts,insert_new,84.524733
no_inserts,TestCaseRandInInserts,update_existing,1149.69161
no_inserts,TestCaseRandInInserts,delete_old,33.821311
no_inserts,TestCaseRandInInserts,insert_new,77.144521
no_inserts,TestCaseRandInInserts,update_existing,1170.940117
no_inserts,TestCaseRandInInserts,delete_old,32.907361
no_inserts,TestCaseRandInInserts,insert_new,85.812213
no_inserts,TestCaseRandInInserts,update_existing,1153.573698
no_inserts,TestCaseRandInInserts,delete_old,34.948737
