scenario,case,operation,duration
no_inserts,TestCaseRandInInserts,insert_new,76.329027
no_inserts,TestCaseRandInInserts,update_existing,1152.207082
no_inserts,TestCaseRandInInserts,delete_old,35.076352
no_inserts,TestCaseRandInInserts,insert_new,85.595329
no_inserts,TestCaseDontUpdateRand,update_existing,648.692779
no_inserts,TestCaseDontUpdateRand,delete_old,32.760853
no_inserts,TestCaseDontUpdateRand,insert_new,68.106538
no_inserts,TestCaseDontUpdateRand,update_existing,669.001401
no_inserts,TestCaseDontUpdateRand,delete_old,32.858518
no_inserts,TestCaseDontUpdateRand,insert_new,78.670707
no_inserts,TestCaseDontUpdateRand,update_existing,650.776446
no_inserts,TestCaseDontUpdateRand,delete_old,33.99438
no_inserts,TestCaseDontUpdateRand,insert_new,68.941692
no_inserts,TestCaseDontUpdateRand,update_existing,745.255883
no_inserts,TestCaseDontUpdateRand,delete_old,32.339925
no_inserts,TestCaseDontUpdateRand,insert_new,79.934032
no_inserts,TestCaseDontUpdateRand,update_existing,658.754751
no_inserts,TestCaseDontUpdateRand,delete_old,33.615331
no_inserts,TestCaseDontUpdateRand,insert_new,70.115973
no_inserts,TestCaseDontUpdateRand,update_existing,673.487248
no_inserts,TestCaseDontUpdateRand,delete_old,31.669462
no_inserts,TestCaseDontUpdateRand,insert_new,80.378375
no_inserts,TestCaseDontUpdateRand,update_existing,676.758835
no_inserts,TestCaseDontUpdateRand,delete_old,33.542224
no_inserts,TestCaseDontUpdateRand,insert_new,68.903631
no_inserts,TestCaseDontUpdateRand,update_existing,664.86111
no_inserts,TestCaseDontUpdateRand,delete_old,31.124456
no_inserts,TestCaseDontUpdateRand,insert_new,75.558329
no_inserts,TestCaseDontUpdateRand,update_existing,647.099155
no_inserts,TestCaseDontUpdateRand,delete_old,34.065049
no_inserts,TestCaseDontUpdateRand,insert_new,68.894764
no_inserts,TestCaseDontUpdateRand,update_existing,664.603562
no_inserts,TestCaseDontUpdateRand,delete_old,33.102558
no_inserts,TestCaseDontUpdateRand,insert_new,76.024869
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,653.466371
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,35.331276
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,69.862865
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,675.200901
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,32.933732
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,76.236063
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,685.22917
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,33.372823
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,68.640451
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,726.559982
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,35.598112
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,76.281681
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,712.066298
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,35.798214
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,70.987158
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,665.202789
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,32.294554
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,78.554523
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,654.210416
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,33.328312
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,69.257958
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,671.603705
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,34.559347
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,77.752472
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,648.080519
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,32.323147
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,68.94763
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,update_existing,667.757078
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,delete_old,33.213849
no_inserts,TestCaseDontUpdateRandUpdateAllConditionsInOn,insert_new,75.123583
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,648.061972
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,32.710099
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,69.984886
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,655.980526
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,34.350623
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,79.295557
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,645.203035
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,33.513667
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,69.541701
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,710.293703
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,33.187341
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,78.366029
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,646.132564
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,35.881591
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,67.679044
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,671.000342
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,33.571107
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,75.80109
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,650.701811
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,32.117097
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,66.700713
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,658.871643
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,34.620784
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,78.265787
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,638.219686
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,35.281091
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,69.376126
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,update_existing,659.338696
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,delete_old,32.669577
no_inserts,TestCaseDontUpdateRandUpdateNoJoinConditions,insert_new,77.505267
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,644.732691
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,33.272294
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,68.548975
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,653.51244
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,34.275439
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,74.168878
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,660.612663
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,31.451856
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,71.168939
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,654.082363
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,32.165883
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,73.930054
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,651.344333
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,35.575965
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,67.916
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,660.395484
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,33.417569
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,73.976201
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,642.893855
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,32.835486
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,69.277342
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,650.46544
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,31.257644
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,72.36259
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,642.948911
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,33.409322
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,69.090066
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,update_existing,710.46804
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,delete_old,31.028051
no_inserts,TestCaseDontUpdateRandUpdateIndexInsertsPath,insert_new,74.809187
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,652.840327
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,32.170273
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,71.431856
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,687.570781
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,32.414761
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,77.7111
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,651.045956
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,33.178562
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,70.051735
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,656.109308
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,32.093571
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,75.828577
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,649.877404
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,32.257151
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,71.099371
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,664.919581
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,33.670447
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,77.544249
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,654.39591
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,30.172106
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,70.130708
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,664.180371
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,33.322926
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,75.316078
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,645.593233
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,34.229143
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,68.49368
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,update_existing,665.602279
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,delete_old,31.780639999999998
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditions,insert_new,76.39544
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,651.567935
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,33.24841
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,71.104577
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,667.112587
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,32.341603
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,77.130695
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,660.767796
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,33.41231
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,70.949069
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,664.568767
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,35.570561
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,77.205218
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,654.483319
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,33.347133
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,69.670936
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,668.162445
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,35.260963
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,77.378464
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,644.08425
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,31.822122
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,69.125112
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,665.184245
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,33.376354
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,76.582643
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,644.897296
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,33.761916
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,68.99927
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,update_existing,659.45669
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,delete_old,33.536399
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOn,insert_new,78.160649
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,941.701774
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,30.089804
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,141.450759
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,968.571852
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,28.837073
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,150.847993
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,953.58396
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,28.466541
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,140.333546
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,1003.209329
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,28.901556
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,148.254111
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,942.471851
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,30.641708
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,140.427566
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,972.875598
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,28.425799
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,147.583351
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,945.335202
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,30.716854
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,140.20692
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,970.24457399999994
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,27.8406
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,148.639934
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,941.085144
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,29.45602
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,142.720978
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,update_existing,982.071465
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,delete_old,29.18259
no_inserts,TestCaseDontUpdateRandUpdateNoInsertsConditionsAllInOnCompositeIndex,insert_new,150.07843
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,655.060426
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,36.208643
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,71.248905
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,681.36806
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,32.397658
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,80.83795
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,656.712715
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,34.272696
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,71.506453
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,698.245056
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,32.258084
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,75.455415
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,678.265587
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,35.722764
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,69.089583
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,671.577324
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,31.499618
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,76.974468
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,646.252599
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,33.985414
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,67.534196
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,665.884909
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,31.458894
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,77.443105
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,649.646407
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,32.017035
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,70.116296
no_inserts,TestCaseDontUpdateRandRandInInserts,update_existing,688.046737
no_inserts,TestCaseDontUpdateRandRandInInserts,delete_old,33.695172
no_inserts,TestCaseDontUpdateRandRandInInserts,insert_new,76.187515
